...1,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94,female,w,lnw
2229,956799670179007,January,CA,2841.7085,1875,40,44,1,NA,44,2,1,2,10,"Native, Born In US",93,Elementary and secondary schools (6111),3230,Government - Local,Yes,NA,Employed-At Work,TRUE,46.875,3.847484484290575
2230,957006765079340,January,CA,2962.7199,2884.61,60,44,1,NA,43,1,7,0,0,"Native, Born In US",93,"Banking and related activities (521, 52211,52219)",120,Government - Federal,No,No,Employed-At Work,FALSE,48.07683333333333,3.8728004256064557
2244,967086922039600,January,CA,2962.7199,2403.84,45,44,1,NA,43,1,1,3,10,"Native, Born In US",93,"Electronic component and product manufacturing, n.e.c. (3344, 3346)",110,"Private, For Profit",No,No,Employed-At Work,FALSE,53.41866666666667,3.9781602479294143
2251,975046947039710,January,CA,2434.0833,1250,40,44,2,NA,48,2,5,1,4,"Native, Born In US",93,Hospitals (622),3255,"Private, For Profit",No,No,Employed-At Work,TRUE,31.25,3.4420193761824107
2271,982066929039760,January,CA,3508.6352,576.92,35,46,1,1,60,1,1,1,4,"Foreign Born, Not a US Citizen",93,"Other schools, instruction, and educational services (6116, 6117)",5350,"Private, For Profit",No,No,Employed-At Work,FALSE,16.483428571428572,2.8023555472258956
2278,985096941079790,January,CA,3315.1175,925,40,44,2,NA,46,2,6,0,0,"Foreign Born, Not a US Citizen",93,Air transportation (481),5240,"Private, For Profit",No,No,Employed-At Work,TRUE,23.125,3.140914283398489
2302,990096988039220,January,CA,3069.3678,2884.61,34,44,1,NA,40,2,1,3,3,"Native, Born In US",93,Elementary and secondary schools (6111),3230,"Private, For Profit",Yes,NA,Employed-At Work,TRUE,84.8414705882353,4.440784463212395
2319,996289830899001,January,CA,3544.3911,2884.61,50,44,1,NA,39,1,1,1,1,"Native, Born In US",93,Computer systems design and related services (5415),10,"Private, For Profit",No,No,Employed-At Work,FALSE,57.6922,4.0551219824004106
2343,6007502082611,January,CA,3134.6664,2000,55,44,1,NA,52,1,1,2,10,"Native, Born In US",93,"Accounting, tax preparation, bookkeeping, and payroll services (5412)",800,"Private, For Profit",No,No,Employed-At Work,FALSE,36.36363636363637,3.5935692743096115
2385,22000360999491,January,CA,3357.3071,2375,45,46,2,NA,48,1,5,0,0,"Native, Born In US",93,Elementary and secondary schools (6111),1820,Government - State,Yes,NA,Employed-At Work,FALSE,52.77777777777778,3.9660902266984217
2433,70590360971794,January,CA,2854.0466,2307.69,50,45,1,NA,41,2,1,2,10,"Native, Born In US",93,"Justice, public order, and safety activities (922, pt. 92115)",2100,Government - Federal,No,No,Employed-At Work,TRUE,46.153800000000004,3.83197929775411
2434,70590360971794,January,CA,2878.9993,2884.61,99,44,1,NA,44,1,1,2,10,"Native, Born In US",93,"** Groceries and related products, merchant wholesalers (*4244)",10,"Private, For Profit",No,No,Employed-At Work,FALSE,29.137474747474748,3.3720251376939667
2487,92933902025611,January,CA,2876.3087,807,40,45,1,1,31,2,1,1,1,"Native, Born In US",93,"Banking and related activities (521, 52211,52219)",120,"Private, For Profit",No,No,Employed-At Work,TRUE,20.175,3.0044442141560124
2490,92987002078678,January,CA,3416.4469,1222.22,40,44,1,NA,53,2,1,0,0,"Native, Born In US",93,Elementary and secondary schools (6111),2330,Government - State,Yes,NA,Employed-At Work,TRUE,30.555500000000002,3.4195447021468808
2537,95983103013696,January,CA,3621.5471,2307.69,40,44,4,NA,45,1,1,2,3,"Foreign Born, US Cit By Naturalization",93,Scientific research and development services (5417),1420,"Private, For Profit",No,No,Employed-At Work,FALSE,57.69225,4.0551228490683195
2541,96943605051696,January,CA,3665.3257,2692.3,50,45,1,NA,37,1,6,0,0,"Native, Born In US",93,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,FALSE,53.846000000000004,3.986128120434929
2575,107900670594246,January,CA,3154.2225,1057,40,46,1,NA,59,2,1,1,4,"Native, Born In US",93,"Colleges and universities, including junior colleges (6112, 6113)",1820,Government - State,No,No,Employed-At Work,TRUE,26.425,3.2743105317563015
2580,107906310896946,January,CA,3154.2225,1826,60,44,1,NA,59,2,1,0,0,"Native, Born In US",93,Insurance carriers and related activities (524),4710,"Private, For Profit",No,No,Employed-At Work,TRUE,30.433333333333334,3.415538498932813
2586,133098359600619,January,CA,3673.4186,1230,50,44,8,NA,59,2,7,0,0,"Native, Born In US",93,Computer systems design and related services (5415),110,"Private, For Profit",No,No,Employed-At Work,TRUE,24.6,3.202746442938317
2598,160366097908194,January,CA,3300.8355,2307,40,44,1,NA,52,1,1,0,0,"Native, Born In US",93,Scientific research and development services (5417),1220,Government - Federal,No,No,Employed-At Work,FALSE,57.675,4.054823804059818
2612,207001020108566,January,CA,2909.5712,2884.61,60,44,1,NA,42,1,1,1,3,"Native, Born In US",93,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",4820,"Private, For Profit",No,No,Employed-At Work,FALSE,48.07683333333333,3.8728004256064557
2617,207906930896246,January,CA,2776.7982,1107.69,40,45,1,NA,39,2,1,2,3,"Native, Born In US",93,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-At Work,TRUE,27.69225,3.3211525906531154
2634,260018057001206,January,CA,2909.5712,1730,40,44,1,NA,42,1,1,2,5,"Native, Born In US",93,"Non-depository credit and related activities (5222, 5223)",4820,"Private, For Profit",No,No,Employed-At Work,FALSE,43.25,3.7669972333778885
2648,271096749600540,January,CA,2517.1342,2884.61,50,45,2,NA,47,2,7,0,0,"Native, Born In US",93,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,TRUE,57.6922,4.0551219824004106
2677,300609749252336,January,CA,3631.6129,1176.92,40,44,4,NA,33,1,1,0,0,"Foreign Born, US Cit By Naturalization",93,Elementary and secondary schools (6111),2320,Government - State,Yes,NA,Employed-At Work,FALSE,29.423000000000002,3.3817766814225516
2679,300609757499168,January,CA,2809.4383,2884.61,60,46,1,1,44,2,7,1,1,"Foreign Born, US Cit By Naturalization",93,Elementary and secondary schools (6111),10,"Private, Nonprofit",No,No,Employed-At Work,TRUE,48.07683333333333,3.8728004256064557
2702,300609969342283,January,CA,3665.3257,2884.61,50,44,1,NA,38,1,1,2,5,"Native, Born In US",93,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",50,"Private, For Profit",No,No,Employed-At Work,FALSE,57.6922,4.0551219824004106
2768,430969099603429,January,CA,3180.9408,2115.38,50,44,4,NA,50,1,1,2,3,"Foreign Born, US Cit By Naturalization",93,"Electronic component and product manufacturing, n.e.c. (3344, 3346)",1450,"Private, For Profit",No,No,Employed-At Work,FALSE,42.3076,3.744966738944418
2769,430969099603429,January,CA,3893.4581,2115.38,40,44,4,NA,45,2,1,2,3,"Foreign Born, US Cit By Naturalization",93,Aluminum production and processing (3313),120,"Private, For Profit",No,No,Employed-At Work,TRUE,52.8845,3.9681102902586276
2851,577093189600678,January,CA,2909.5712,1080.76,40,44,1,NA,41,1,7,0,0,"Native, Born Abroad Of US Parent(s)",93,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",50,"Private, Nonprofit",No,No,Employed-At Work,FALSE,27.019,3.296540322224678
2896,660253073001300,January,CA,3130.4695,1384.61,60,44,1,NA,34,1,1,1,1,"Native, Born In US",93,Elementary and secondary schools (6111),2320,Government - Local,Yes,NA,Employed-At Work,FALSE,23.076833333333333,3.1388292282982135
2910,678470975010970,January,CA,2963.9601,2884.61,40,44,1,NA,57,2,5,0,0,"Native, Born In US",93,Aircraft and parts manufacturing (336411 to 336413),530,"Private, For Profit",Yes,NA,Employed-At Work,TRUE,72.11525,4.27826553371462
2913,679010321620970,January,CA,3244.4577,1115.38,50,45,1,NA,54,2,6,1,4,"Native, Born In US",93,"Toys, amusement, and sporting goods manufacturing (33992, 33993)",50,"Private, For Profit",No,No,Employed-At Work,TRUE,22.3076,3.1049274275793874
2923,679520952590970,January,CA,3122.8466,1153.84,40,44,1,NA,46,2,1,2,4,"Native, Born In US",93,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-At Work,TRUE,28.845999999999997,3.3619713351613183
2933,686820528930970,January,CA,2958.8141,2218.75,40,46,1,NA,36,2,1,2,5,"Native, Born In US",93,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,Yes,NA,Employed-At Work,TRUE,55.46875,4.0158197991097895
2934,686820528930970,January,CA,3332.2768,2884.61,60,45,1,NA,38,1,1,2,5,"Native, Born In US",93,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,FALSE,48.07683333333333,3.8728004256064557
2965,700609621946624,January,CA,2571.4648,400,40,44,2,NA,31,2,1,0,0,"Foreign Born, Not a US Citizen",93,"Residential care facilities, without nursing (6232, 6233, 6239)",3258,"Private, Nonprofit",No,No,Employed-At Work,TRUE,10,2.302585092994046
2986,700609924067451,January,CA,3180.9408,2884.61,40,46,4,NA,52,1,1,0,0,"Native, Born In US",93,"** Petroleum and petroleum products, merchant wholesalers (*4247)",50,"Private, For Profit",No,No,Employed-At Work,FALSE,72.11525,4.27826553371462
3055,760881007900995,January,CA,2803.0202,222,20,46,1,NA,39,2,1,2,8,"Native, Born In US",93,"Colleges and universities, including junior colleges (6112, 6113)",1820,Government - State,No,No,Employed-At Work,TRUE,11.1,2.4069451083182885
3069,776149730509009,January,CA,3103.8495,2884.61,60,45,1,NA,34,1,1,2,6,"Native, Born In US",93,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,FALSE,48.07683333333333,3.8728004256064557
3084,803904990671576,January,CA,3012.6766,336,24,44,1,NA,44,2,1,1,2,"Foreign Born, US Cit By Naturalization",93,Lawn and garden equipment and supplies stores (4442),5240,"Private, For Profit",No,No,Employed-At Work,TRUE,14,2.6390573296152584
3085,803904990671576,January,CA,3162.4216,1346.15,40,44,1,8,56,1,1,1,2,"Foreign Born, US Cit By Naturalization",93,Services incidental to transportation (488),10,"Private, For Profit",No,No,Employed-Absent,FALSE,33.65375,3.516124491189194
3122,872093709600640,January,CA,3628.8289,1230,72,45,1,NA,62,2,1,0,0,"Native, Born In US",93,Legal services (5411),10,"Private, For Profit",No,No,Employed-At Work,TRUE,17.083333333333332,2.8381033293504077
3127,877095637600654,January,CA,2996.0267,900,40,45,1,1,51,2,1,1,4,"Native, Born In US",93,Elementary and secondary schools (6111),230,"Private, Nonprofit",No,No,Employed-At Work,TRUE,22.5,3.1135153092103742
3136,900462091203449,January,CA,3093.9947,961.6,40,44,8,NA,33,1,7,0,0,"Native, Born In US",93,"Residential care facilities, without nursing (6232, 6233, 6239)",2010,"Private, For Profit",No,No,Employed-At Work,FALSE,24.04,3.179719109667007
3146,907908870091056,January,CA,3101.7294,1442,40,44,1,NA,52,1,1,0,0,"Native, Born In US",93,"Navigational, measuring, electromedical, and control instruments manufacturing (3345)",1020,"Private, For Profit",No,No,Employed-Absent,FALSE,36.05,3.584906863730958
3147,907908870091056,January,CA,3868.2103,553,40,44,4,NA,52,2,1,0,0,"Native, Born In US",93,3365,50,"Private, For Profit",No,No,Employed-At Work,TRUE,13.825,2.6264785474083983
3161,919016766039430,January,CA,3628.8289,1040,40,44,1,NA,60,2,1,0,0,"Native, Born In US",93,Elementary and secondary schools (6111),3230,Government - Local,Yes,NA,Employed-At Work,TRUE,26,3.258096538021482
3172,929036946039940,January,CA,3300.8355,2884.61,45,44,1,NA,51,1,5,2,10,"Foreign Born, US Cit By Naturalization",93,"Electronic component and product manufacturing, n.e.c. (3344, 3346)",2630,"Private, For Profit",No,No,Employed-At Work,FALSE,64.10244444444444,4.1604824980582364
3191,942066296037140,January,CA,2876.8222,2884.61,50,45,1,NA,52,1,1,1,4,"Native, Born In US",93,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,FALSE,57.6922,4.0551219824004106
3210,952086973079240,January,CA,4156.7319,969,40,45,4,NA,61,1,1,0,0,"Foreign Born, US Cit By Naturalization",93,Investigation and security services (5616),3930,"Private, For Profit",No,No,Employed-At Work,FALSE,24.225,3.18738515777683
3222,956619730099006,January,CA,3095.2124,167,20,44,1,NA,64,2,1,0,0,"Native, Born In US",93,Offices of optometrists (62132),3645,"Private, For Profit",No,No,Employed-At Work,TRUE,8.35,2.122261538862764
3265,988096835076220,January,CA,2662.1922,1250,28,46,1,NA,57,2,5,0,0,"Native, Born In US",93,Hospitals (622),3160,"Private, Nonprofit",No,No,Employed-At Work,TRUE,44.642857142857146,3.798694320121143
3267,988096835076220,January,CA,3002.445,2403.84,40,44,4,NA,37,2,1,1,1,"Native, Born In US",93,"Colleges and universities, including junior colleges (6112, 6113)",735,"Private, For Profit",No,No,Employed-At Work,TRUE,60.096000000000004,4.095943283585798
3284,8033506072601,January,CA,3294.6005,1923.07,40,44,1,NA,38,1,1,3,8,"Native, Born In US",93,"Justice, public order, and safety activities (922, pt. 92115)",3850,Government - State,Yes,NA,Employed-At Work,FALSE,48.07675,3.872798692268385
3344,24090360975798,January,CA,2962.7199,2884.61,50,44,1,NA,40,1,1,1,1,"Foreign Born, Not a US Citizen",93,4195,4710,"Private, For Profit",No,No,Employed-At Work,FALSE,57.6922,4.0551219824004106
3346,42730360999399,January,CA,2939.2437,1875,40,44,4,NA,43,2,1,2,3,"Native, Born In US",93,Administration of human resource programs (923),1650,Government - State,No,Yes,Employed-At Work,TRUE,46.875,3.847484484290575
3347,42730360999399,January,CA,3170.7914,2884.61,60,45,4,NA,43,1,1,2,3,"Native, Born In US",93,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,FALSE,48.07683333333333,3.8728004256064557
3351,59860360946296,January,CA,3157.4572,2884.61,45,45,4,NA,44,2,1,0,0,"Native, Born In US",93,Outpatient care centers (6214),3060,"Private, Nonprofit",No,No,Employed-At Work,TRUE,64.10244444444444,4.1604824980582364
3359,92987206027643,January,CA,3300.8355,2884.61,50,44,1,NA,54,1,1,1,4,"Foreign Born, US Cit By Naturalization",93,Computer systems design and related services (5415),1020,"Private, For Profit",No,No,Employed-At Work,FALSE,57.6922,4.0551219824004106
3401,649650628960930,January,CA,3393.9323,2884.61,60,44,1,NA,49,1,1,2,4,"Native, Born Abroad Of US Parent(s)",93,Medical equipment and supplies manufacturing (3391),10,"Private, For Profit",No,No,Employed-At Work,FALSE,48.07683333333333,3.8728004256064557
3413,699250848460970,January,CA,2960.3321,1442.3,40,44,1,NA,41,1,1,2,2,"Native, Born In US",93,"Management, scientific, and technical consulting services (5416)",1860,"Private, For Profit",No,No,Employed-At Work,FALSE,36.0575,3.585114886475528
3414,699250848460970,January,CA,2882.2066,2692.3,40,44,1,NA,36,2,1,2,2,"Native, Born In US",93,Outpatient care centers (6214),3110,"Private, Nonprofit",No,No,Employed-At Work,TRUE,67.3075,4.209271671749139
3441,776589230049009,January,CA,3194.1088,1923,50,44,1,NA,31,1,7,0,0,"Native, Born In US",93,"Management, scientific, and technical consulting services (5416)",50,"Private, For Profit",No,No,Employed-At Work,FALSE,38.46,3.6496187401606335
3458,916779830459005,January,CA,3063.8079,1720,42,45,1,NA,42,1,5,0,0,"Native, Born In US",93,"Executive offices and legislative bodies (92111, 92112, 92114, pt. 92115)",630,Government - Local,No,No,Employed-At Work,FALSE,40.95238095238095,3.7124099515241302
3475,936999430729003,January,CA,3072.7131,2884.61,60,46,1,NA,51,1,1,2,10,"Native, Born In US",93,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,FALSE,48.07683333333333,3.8728004256064557
3482,946629570849008,January,CA,3301.0612,923.07,30,44,1,NA,51,2,6,1,4,"Native, Born In US",93,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,TRUE,30.769000000000002,3.42650768961832
3486,946779870509008,January,CA,3285.5299,961,40,44,1,NA,28,2,1,1,1,"Native, Born In US",93,Elementary and secondary schools (6111),2310,"Private, Nonprofit",Yes,NA,Employed-At Work,TRUE,24.025,3.1790949548563563
3503,972046964079070,January,CA,2939.2437,173.07,40,44,4,NA,43,2,1,2,3,"Foreign Born, US Cit By Naturalization",93,Outpatient care centers (6214),3255,"Private, Nonprofit",No,No,Employed-At Work,TRUE,4.32675,1.4648166828229714
3509,976629070749004,January,CA,2939.2437,1730.76,30,46,4,NA,41,2,1,3,9,"Foreign Born, US Cit By Naturalization",93,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,TRUE,57.692,4.055118515721264
3510,976629070749004,January,CA,3170.7914,2884.61,40,46,4,NA,40,1,1,3,9,"Foreign Born, Not a US Citizen",93,Wired telecommunications carriers (*5171),1410,"Private, For Profit",No,No,Employed-At Work,FALSE,72.11525,4.27826553371462
3520,986096466039520,January,CA,3393.9323,1538,40,45,1,NA,45,1,1,0,0,"Foreign Born, US Cit By Naturalization",93,"Management, scientific, and technical consulting services (5416)",710,"Private, For Profit",No,No,Employed-At Work,FALSE,38.45,3.649358695951653
3523,986599630959005,January,CA,2833.9452,1346.15,40,44,1,NA,42,2,7,0,0,"Native, Born In US",93,Elementary and secondary schools (6111),230,Government - Local,Yes,NA,Employed-At Work,TRUE,33.65375,3.516124491189194
3524,999056955039680,January,CA,2783.2782,1080,40,44,1,NA,35,2,6,0,0,"Foreign Born, US Cit By Naturalization",93,"Not specified retail trade (Part of 44, 45)",3050,"Private, For Profit",No,No,Employed-At Work,TRUE,27,3.295836866004329
3545,36009130800190,January,CO,1692.2726,1130.76,40,44,1,NA,32,2,7,0,0,"Native, Born In US",84,Administration of human resource programs (923),650,Government - State,No,No,Employed-At Work,TRUE,28.269,3.341765797892729
