"","X","id","scrape_id","source","host_id","host_name","host_since","host_response_rate","host_acceptance_rate","host_neighbourhood","host_listings_count","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","neighbourhood","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bathrooms_text","bedrooms","beds","price","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews_ltm","number_of_reviews_l30d","availability_eoy","number_of_reviews_ly","estimated_occupancy_l365d","estimated_revenue_l365d","first_review","last_review","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","wifi","hair.dryer","hot.water","dishes.and.silverware","kitchen","iron","cooking.basics","hangers","refrigerator","bed.linens","essentials","heating","shampoo","microwave","hot.water.kettle","smoke.alarm","long.term.stays.allowed","shower.gel","dedicated.workspace","dining.table","f_room_type","f_room_type2","Czech_koruna_price_day","p_host_response_rate","p_host_acceptance_rate","accommodates_n","bathrooms_n","number_of_reviews_n","minimum_nights_n","beds_n","ln_price","accommodates2","ln_accommodates","ln_accommodates2","ln_number_of_reviews","f_bathroom","f_minimum_nights"
"3308",4812,672334052341678976,20250316041547,"city scrape",407342927,"Vitek","2021-06-15","100","100","Malá Strana",1,1,"['email', 'phone']",1,1,"","Praha 1",50.0846422,14.4062062,"Condo","Entire home/apt",4,1.5,"1.5 baths",1,3,975,2,365,2,2,365,365,2,365,"t",21,29,41,311,"2025-03-16",33,0,237,32,198,193050,"2022-07-22","2025-01-25",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,"Entire home/apt","Entire/Apt",975,100,100,4,1.5,68,2,3,6.88243747099785,16,1.38629436111989,1.92181205567281,4.23410650459726,2,2
"3309",4816,694743043120629632,20250316041547,"city scrape",475276279,"Realty III","2022-08-16","100","100","Staré Město",14,15,"['email', 'phone']",1,1,"Praha 1, Hlavní město Praha, Czechia","Praha 1",50.0863396,14.4193111,"Serviced Apt","Entire home/apt",5,2,"2 baths",2,3,3999,1,365,1,99,99,99,3.8,99,"t",11,16,21,241,"2025-03-16",9,0,169,12,54,215946,"2023-04-05","2025-02-10",1,14,14,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,"Entire home/apt","Entire/Apt",3999,100,100,5,2,29,1,3,8.29379960884682,25,1.6094379124341,2.59029039398023,3.40119738166216,3,1
"3310",4817,694791472729211520,20250316041547,"city scrape",475276279,"Realty III","2022-08-16","100","100","Staré Město",14,15,"['email', 'phone']",1,1,"Praha 1, Hlavní město Praha, Czechia","Praha 1",50.0863396,14.4193111,"Serviced Apt","Entire home/apt",4,1,"1 bath",1,2,2467,1,365,1,99,99,99,3.8,99,"t",6,12,20,268,"2025-03-16",5,0,195,6,30,74010,"2022-09-21","2025-01-09",1,14,14,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"Entire home/apt","Entire/Apt",2467,100,100,4,1,26,1,2,7.81075811652936,16,1.38629436111989,1.92181205567281,3.29583686600433,2,1
"3311",4818,694801450938466048,20250316041547,"city scrape",475276279,"Realty III","2022-08-16","100","100","Staré Město",14,15,"['email', 'phone']",1,1,"Praha 1, Hlavní město Praha, Czechia","Praha 1",50.0863396,14.4193111,"Serviced Apt","Entire home/apt",4,1,"1 bath",1,3,2317,1,365,1,99,99,99,3.8,99,"t",5,16,26,284,"2025-03-16",1,0,210,2,6,13902,"2022-10-11","2024-10-05",1,14,14,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,"Entire home/apt","Entire/Apt",2317,100,100,4,1,19,1,3,7.74802852443238,16,1.38629436111989,1.92181205567281,2.99573227355399,2,1
"3312",4819,694814378949340928,20250316041547,"city scrape",475276279,"Realty III","2022-08-16","100","100","Staré Město",14,15,"['email', 'phone']",1,1,"Praha 1, Hlavní město Praha, Czechia","Praha 1",50.0863396,14.4193111,"Serviced Apt","Entire home/apt",4,1,"1 bath",1,3,3041,1,365,1,99,99,99,3.8,99,"t",12,17,30,290,"2025-03-16",1,0,216,1,6,18246,"2022-10-16","2025-01-21",1,14,14,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,"Entire home/apt","Entire/Apt",3041,100,100,4,1,5,1,3,8.01994168767737,16,1.38629436111989,1.92181205567281,1.79175946922805,2,1
"3313",4820,694824481385148672,20250316041547,"city scrape",475276279,"Realty III","2022-08-16","100","100","Staré Město",14,15,"['email', 'phone']",1,1,"Praha 1, Hlavní město Praha, Czechia","Praha 1",50.0863396,14.4193111,"Serviced Apt","Entire home/apt",4,1,"1 bath",1,3,2679,1,365,1,99,99,99,3.7,99,"t",4,12,20,252,"2025-03-16",1,0,178,1,6,16074,"2022-12-06","2024-07-06",1,14,14,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,"Entire home/apt","Entire/Apt",2679,100,100,4,1,4,1,3,7.89319886954461,16,1.38629436111989,1.92181205567281,1.6094379124341,2,1
"3314",4821,694837792101554176,20250316041547,"city scrape",475276279,"Realty III","2022-08-16","100","100","Staré Město",14,15,"['email', 'phone']",1,1,"Praha 1, Hlavní město Praha, Czechia","Praha 1",50.0863396,14.4193111,"Serviced Apt","Entire home/apt",6,2,"2 baths",2,4,4999,1,365,1,99,99,99,3.8,99,"t",6,10,18,243,"2025-03-16",29,1,171,30,174,869826,"2022-11-01","2025-02-23",1,14,14,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,"Entire home/apt","Entire/Apt",4999,100,100,6,2,75,1,4,8.51699317141357,36,1.79175946922805,3.2104019955684,4.33073334028633,3,1
"3315",4822,682315386132776704,20250316041547,"city scrape",44368547,"Sarah, Jan & Filip","2015-09-16","100","100","Josefov",9,10,"['email', 'phone']",1,1,"Praha 1, Hlavní město Praha, Czechia","Praha 1",50.09315,14.43053,"Condo","Entire home/apt",2,1,"1 bath",1,1,1266,2,60,1,2,1125,1125,2,1125,"t",18,33,52,52,"2025-03-16",78,5,52,75,255,322830,"2022-08-04","2025-03-09",0,9,9,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",1266,100,100,2,1,167,2,1,7.14361760270412,4,0.693147180559945,0.480453013918201,5.12396397940326,2,2
"3316",4823,682353195086480256,20250316041547,"city scrape",62685336,"Martina","2016-03-12","100","100","",1,2,"['email', 'phone']",1,1,"Praha 20, Hlavní město Praha, Czechia","Praha 20",50.1055502,14.6049599,"Condo","Entire home/apt",4,2,"2 baths",2,2,2044,2,60,2,2,60,60,2,60,"t",14,37,67,157,"2025-03-16",20,0,157,20,120,245280,"2022-08-16","2025-01-19",0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,"Entire home/apt","Entire/Apt",2044,100,100,4,2,47,2,2,7.6226639513236,16,1.38629436111989,1.92181205567281,3.87120101090789,3,2
"3317",4824,682472507587013120,20250316041547,"city scrape",472362143,"Jan","2022-07-30","100","100","Malá Strana",37,37,"['email', 'phone']",1,1,"Praha 1, Hlavní město Praha, Czechia","Praha 1",50.0886232,14.401107,"Serviced Apt","Entire home/apt",4,1,"1 bath",2,2,4003,2,45,1,2,100,1125,1.5,513,"t",11,18,31,194,"2025-03-16",1,0,194,0,6,24018,"2022-08-07","2025-02-07",0,10,10,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,"Entire home/apt","Entire/Apt",4003,100,100,4,1,10,2,2,8.29479935899257,16,1.38629436111989,1.92181205567281,2.39789527279837,2,2
"3318",4828,682891164413289856,20250316041547,"city scrape",84103974,"Radka Myskova","2016-07-16","100","83","Prague 5",9,12,"['email', 'phone']",1,1,"","Praha 4",50.0588,14.43205,"Condo","Entire home/apt",2,1,"1 bath",1,1,920,3,730,3,3,730,730,3,730,"t",0,0,0,0,"2025-03-16",2,1,0,1,12,11040,"2022-08-28","2025-03-01",1,9,9,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"Entire home/apt","Entire/Apt",920,100,83,2,1,3,3,1,6.82437367004309,4,0.693147180559945,0.480453013918201,1.38629436111989,2,3
"3319",4829,682978390986141184,20250316041547,"city scrape",3736234,"Prague Days","2012-10-02","100","100","Prague 2",63,160,"['email', 'phone']",1,1,"Praha 2, Hlavní město Praha, Czechia","Praha 3",50.0779,14.45467,"Serviced Apt","Entire home/apt",2,1,"1 bath",1,1,1606,1,1125,2,28,1125,1125,19.3,1125,"t",2,2,2,2,"2025-03-16",17,0,2,22,102,163812,"2022-09-15","2025-01-26",1,62,62,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",1606,100,100,2,1,54,1,1,7.38150189450671,4,0.693147180559945,0.480453013918201,4.00733318523247,2,1
"3320",4830,694845607824034944,20250316041547,"city scrape",475276279,"Realty III","2022-08-16","100","100","Staré Město",14,15,"['email', 'phone']",1,1,"Praha 1, Hlavní město Praha, Czechia","Praha 1",50.0863396,14.4193111,"Serviced Apt","Entire home/apt",4,1.5,"1.5 baths",1,2,2980,1,365,2,99,99,99,3.8,99,"t",9,17,24,251,"2025-03-16",0,0,177,1,0,0,"2022-09-30","2024-03-02",1,14,14,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,"Entire home/apt","Entire/Apt",2980,100,100,4,1.5,13,1,2,7.99967857949945,16,1.38629436111989,1.92181205567281,2.63905732961526,2,1
"3321",4831,694854789663299584,20250316041547,"city scrape",475276279,"Realty III","2022-08-16","100","100","Staré Město",14,15,"['email', 'phone']",1,1,"Praha 1, Hlavní město Praha, Czechia","Praha 1",50.0863396,14.4193111,"Serviced Apt","Entire home/apt",4,1,"1 bath",2,2,2690,1,365,1,99,99,99,3.8,99,"t",13,25,38,306,"2025-03-16",4,0,232,3,24,64560,"2022-09-20","2025-01-19",1,14,14,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"Entire home/apt","Entire/Apt",2690,100,100,4,1,23,1,2,7.89729647259588,16,1.38629436111989,1.92181205567281,3.17805383034795,2,1
"3322",4832,694866538453846656,20250316041547,"city scrape",475276279,"Realty III","2022-08-16","100","100","Staré Město",14,15,"['email', 'phone']",1,1,"Praha 1, Hlavní město Praha, Czechia","Praha 1",50.0863396,14.4193111,"Serviced Apt","Entire home/apt",4,1,"1 bath",1,2,2475,1,365,1,99,99,99,3.8,99,"t",7,16,23,278,"2025-03-16",9,0,204,14,54,133650,"2022-09-30","2024-12-16",1,14,14,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,"Entire home/apt","Entire/Apt",2475,100,100,4,1,29,1,2,7.81399567500279,16,1.38629436111989,1.92181205567281,3.40119738166216,2,1
"3323",4833,694942965118169984,20250316041547,"city scrape",475276279,"Realty III","2022-08-16","100","100","Staré Město",14,15,"['email', 'phone']",1,1,"Praha 1, Hlavní město Praha, Czechia","Praha 1",50.0863396,14.4193111,"Serviced Apt","Entire home/apt",6,1,"1 bath",2,3,3902,1,365,2,99,99,99,3.8,99,"t",13,28,36,290,"2025-03-16",9,1,216,9,54,210708,"2022-09-29","2025-03-02",1,14,14,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,"Entire home/apt","Entire/Apt",3902,100,100,6,1,31,1,3,8.26924452118306,36,1.79175946922805,3.2104019955684,3.46573590279973,2,1
"3324",4834,694962899291632128,20250316041547,"city scrape",475276279,"Realty III","2022-08-16","100","100","Staré Město",14,15,"['email', 'phone']",1,1,"Praha 1, Hlavní město Praha, Czechia","Praha 1",50.0863396,14.4193111,"Serviced Apt","Entire home/apt",6,2.5,"2.5 baths",3,3,4006,1,365,1,99,99,99,3.7,99,"t",8,14,23,194,"2025-03-16",8,0,122,7,48,192288,"2022-09-15","2025-02-10",1,14,14,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,"Entire home/apt","Entire/Apt",4006,100,100,6,2.5,37,1,3,8.29554851622576,36,1.79175946922805,3.2104019955684,3.63758615972639,3,1
"3325",4835,694976290243168128,20250316041547,"city scrape",3383641,"Anastasia","2012-08-27","100","75","Anděl",1,1,"['phone']",1,1,"","Praha 5",50.0730365,14.4083833,"Rental Unit","Entire home/apt",2,1,"1 bath",1,1,1282,4,14,2,4,14,14,3.9,14,"t",8,26,50,51,"2025-03-16",16,2,51,21,128,164096,"2023-07-16","2025-03-10",0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,"Entire home/apt","Entire/Apt",1282,100,75,2,1,37,4,1,7.15617663748062,4,0.693147180559945,0.480453013918201,3.63758615972639,2,3
"3326",4836,694978829782408448,20250316041547,"city scrape",475276279,"Realty III","2022-08-16","100","100","Staré Město",14,15,"['email', 'phone']",1,1,"Praha 1, Hlavní město Praha, Czechia","Praha 1",50.0863396,14.4193111,"Serviced Apt","Entire home/apt",4,1,"1 bath",1,2,3081,1,365,1,99,99,99,3.8,99,"t",8,16,26,239,"2025-03-16",5,0,165,7,30,92430,"2023-04-30","2024-12-23",1,14,14,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,"Entire home/apt","Entire/Apt",3081,100,100,4,1,9,1,2,8.03300949859667,16,1.38629436111989,1.92181205567281,2.30258509299405,2,1
"3327",4837,694990082319871488,20250316041547,"city scrape",475276279,"Realty III","2022-08-16","100","100","Staré Město",14,15,"['email', 'phone']",1,1,"Praha 1, Hlavní město Praha, Czechia","Praha 1",50.0863396,14.4193111,"Serviced Apt","Entire home/apt",4,1,"1 bath",1,2,3956,1,365,1,99,99,99,3.8,99,"t",0,7,13,268,"2025-03-16",5,0,194,7,30,118680,"2023-01-11","2024-05-17",1,14,14,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,"Entire home/apt","Entire/Apt",3956,100,100,4,1,23,1,2,8.2829886927426,16,1.38629436111989,1.92181205567281,3.17805383034795,2,1
"3328",4840,682985118139740672,20250316041547,"city scrape",3736234,"Prague Days","2012-10-02","100","100","Prague 2",63,160,"['email', 'phone']",1,1,"Praha 2, Hlavní město Praha, Czechia","Praha 3",50.07934,14.45342,"Serviced Apt","Entire home/apt",2,1,"1 bath",1,1,1919,1,1125,1,28,1125,1125,19.3,1125,"t",2,2,2,2,"2025-03-16",23,1,2,21,138,264822,"2022-08-17","2025-03-04",1,62,62,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",1919,100,100,2,1,41,1,1,7.5595594960077,4,0.693147180559945,0.480453013918201,3.73766961828337,2,1
"3329",4842,683078799224507264,20250316041547,"city scrape",3568804,"Magnus","2012-09-14","100","99","Staré Město",11,18,"['email', 'phone', 'work_email']",1,1,"","Praha 2",50.0768,14.41768,"Rental Unit","Entire home/apt",4,1,"1 bath",2,2,1850,3,60,3,3,60,60,3,60,"t",25,47,70,280,"2025-03-16",43,1,249,45,255,471750,"2022-08-08","2025-03-02",0,8,8,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",1850,100,99,4,1,111,3,2,7.52294091807237,16,1.38629436111989,1.92181205567281,4.71849887129509,2,3
"3330",4843,683685806333853952,20250316041547,"city scrape",400864,"Jaroslav","2011-02-20","100","100","Mala Strana",45,73,"['email', 'phone', 'work_email']",1,1,"Praha 2, Hlavní město Praha, Czechia","Praha 2",50.07899,14.43707,"Rental Unit","Entire home/apt",2,1,"1 bath",1,1,2833,1,365,11,11,365,365,11,365,"t",0,0,29,304,"2025-03-16",4,0,230,5,24,67992,"2023-10-17","2024-11-12",1,30,24,6,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,"Entire home/apt","Entire/Apt",2833,100,100,2,1,8,1,1,7.94909149983052,4,0.693147180559945,0.480453013918201,2.19722457733622,2,1
"3331",4844,683943005108141568,20250316041547,"city scrape",10135975,"Umur","2013-11-19","100","100","Žižkov",45,49,"['email', 'phone']",1,1,"Praha 3, Hlavní město Praha, Czechia","Praha 3",50.08247,14.44897,"Rental Unit","Entire home/apt",4,1,"1 bath",1,2,1738,3,365,1,4,1125,1125,3,1125,"t",0,6,8,100,"2025-03-16",56,2,96,56,255,443190,"2022-10-04","2025-02-28",1,15,15,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,"Entire home/apt","Entire/Apt",1738,100,100,4,1,160,3,2,7.46049030582534,16,1.38629436111989,1.92181205567281,5.08140436498446,2,3
"3332",4846,696114465547420160,20250316041547,"city scrape",37031759,"Nick And Jenny","2015-06-29","100","100","Žižkov",62,67,"['email', 'phone', 'work_email']",1,1,"Praha 10, Hlavní město Praha, Czechia","Praha 10",50.071599,14.4513471,"Condo","Entire home/apt",2,1,"1 bath",1,3,778,2,365,2,2,365,365,2,365,"t",7,19,42,210,"2025-03-16",48,3,210,49,255,198390,"2022-08-25","2025-03-08",1,61,61,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,"Entire home/apt","Entire/Apt",778,100,100,2,1,102,2,3,6.65672652417839,4,0.693147180559945,0.480453013918201,4.63472898822964,2,2
"3333",4847,696129388081651456,20250316041547,"city scrape",212297195,"Sophia","2018-08-28","100","100","Karlín",63,64,"['phone']",1,1,"","Praha 2",50.0715689,14.4355775,"Rental Unit","Entire home/apt",4,1,"1 bath",1,2,1153,1,365,1,2,365,365,1.7,365,"t",23,53,83,253,"2025-03-16",8,1,253,10,48,55344,"2023-03-17","2025-02-21",1,63,63,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",1153,100,100,4,1,21,1,2,7.05012252026906,16,1.38629436111989,1.92181205567281,3.09104245335832,2,1
"3334",4849,697153219008616960,20250316041547,"city scrape",466419900,"Roman","2022-06-27","100","100","Žižkov",32,35,"['email', 'phone']",1,1,"","Praha 3",50.08621,14.4535,"Condo","Entire home/apt",3,1,"1 bath",1,3,749,1,365,1,2,99,99,2,99,"t",15,31,48,51,"2025-03-16",33,0,51,36,198,148302,"2022-08-29","2025-02-12",1,32,32,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",749,100,100,3,1,77,1,3,6.61873898351722,9,1.09861228866811,1.20694896081258,4.35670882668959,2,1
"3335",4850,697176440993639808,20250316041547,"city scrape",45197409,"Patrick","2015-09-27","100","85","Prague 2",5,7,"['email', 'phone']",1,1,"","Praha 2",50.07248,14.44047,"Rental Unit","Entire home/apt",4,1,"1 bath",1,2,1131,3,30,1,3,30,30,3,30,"t",10,12,19,233,"2025-03-16",13,1,162,14,78,88218,"2022-08-27","2025-02-23",0,4,4,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,"Entire home/apt","Entire/Apt",1131,100,85,4,1,49,3,2,7.03085747611612,16,1.38629436111989,1.92181205567281,3.91202300542815,2,3
"3336",4851,697694192140225664,20250316041547,"city scrape",3174648,"Petr","2012-08-06","100","74","Staré Město",13,104,"['email', 'phone']",1,1,"","Praha 1",50.0779917,14.4151697,"Condo","Entire home/apt",5,1,"1 bath",2,3,1974,2,365,2,3,365,365,2.2,365,"t",25,47,77,337,"2025-03-16",24,1,266,23,144,284256,"2022-09-06","2025-02-22",0,12,12,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,"Entire home/apt","Entire/Apt",1974,100,74,5,1,55,2,3,7.58781721999343,25,1.6094379124341,2.59029039398023,4.02535169073515,2,2
"3337",4852,683971111798475648,20250316041547,"city scrape",61574938,"Alice","2016-03-04","100","92","Vinohrady",4,4,"['phone']",1,1,"","Praha 14",50.11717,14.56573,"Condo","Entire home/apt",7,1.5,"1.5 baths",2,3,4356,3,365,3,3,365,365,3,365,"t",28,58,88,171,"2025-03-16",0,0,171,0,0,0,"2022-08-25","2023-05-01",0,3,3,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,"Entire home/apt","Entire/Apt",4356,100,92,7,1.5,7,3,3,8.37930948405285,49,1.94591014905531,3.78656630819647,2.07944154167984,2,3
"3338",4853,684410577654606720,20250316041547,"city scrape",472362143,"Jan","2022-07-30","100","100","Malá Strana",37,37,"['email', 'phone']",1,1,"Praha 1, Hlavní město Praha, Czechia","Praha 1",50.0886232,14.401107,"Serviced Apt","Entire home/apt",3,1,"1 bath",1,2,3843,2,47,1,2,100,1125,1.5,513,"t",2,15,36,198,"2025-03-16",3,0,198,3,18,69174,"2022-08-07","2024-11-29",0,10,10,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,"Entire home/apt","Entire/Apt",3843,100,100,3,1,17,2,2,8.25400859056484,9,1.09861228866811,1.20694896081258,2.89037175789616,2,2
"3339",4854,684418641413578112,20250316041547,"city scrape",472362143,"Jan","2022-07-30","100","100","Malá Strana",37,37,"['email', 'phone']",1,1,"Praha 1, Hlavní město Praha, Czechia","Praha 1",50.0886232,14.401107,"Serviced Apt","Entire home/apt",4,2,"2 baths",2,2,3962,2,45,1,2,100,1125,1.5,513,"t",8,16,24,192,"2025-03-16",7,0,192,7,42,166404,"2022-08-07","2024-12-17",0,10,10,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",3962,100,100,4,2,20,2,2,8.2845042272585,16,1.38629436111989,1.92181205567281,3.04452243772342,3,2
"3340",4855,684428917721321600,20250316041547,"city scrape",472362143,"Jan","2022-07-30","100","100","Malá Strana",37,37,"['email', 'phone']",1,1,"Praha 1, Hlavní město Praha, Czechia","Praha 1",50.0886232,14.401107,"Serviced Apt","Entire home/apt",3,1,"1 bath",1,2,3866,2,45,1,2,100,1125,1.5,513,"t",6,18,36,208,"2025-03-16",1,1,208,0,6,23196,"2022-08-12","2025-03-03",0,10,10,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,"Entire home/apt","Entire/Apt",3866,100,100,3,1,6,2,2,8.25997565976828,9,1.09861228866811,1.20694896081258,1.94591014905531,2,2
"3341",4856,684436285813651840,20250316041547,"city scrape",472362143,"Jan","2022-07-30","100","100","Malá Strana",37,37,"['email', 'phone']",1,1,"Praha 1, Hlavní město Praha, Czechia","Praha 1",50.0886232,14.401107,"Serviced Apt","Entire home/apt",4,2,"2 baths",2,2,4116,2,45,1,2,100,1125,1.5,513,"t",12,21,32,166,"2025-03-16",9,0,166,10,54,222264,"2022-08-09","2024-11-08",0,10,10,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",4116,100,100,4,2,27,2,2,8.32263709695394,16,1.38629436111989,1.92181205567281,3.3322045101752,3,2
"3342",4857,684514895590999168,20250316041547,"city scrape",4918713,"Norman","2013-01-31","N/A","38","",1,1,"['email', 'phone']",1,1,"Praha 4, Hlavní město Praha, Czechia","Praha 4",50.04902,14.44176,"Rental Unit","Entire home/apt",3,1,"1 bath",1,2,4519,3,14,3,3,14,14,3,14,"t",27,57,87,177,"2025-03-16",13,0,177,13,78,352482,"2022-11-27","2024-09-27",0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,"Entire home/apt","Entire/Apt",4519,-1,38,3,1,48,3,2,8.41604600941128,9,1.09861228866811,1.20694896081258,3.89182029811063,2,3
"3343",4858,684543440769917952,20250316041547,"city scrape",472362143,"Jan","2022-07-30","100","100","Malá Strana",37,37,"['email', 'phone']",1,1,"Praha 1, Hlavní město Praha, Czechia","Praha 1",50.0886232,14.401107,"Serviced Apt","Entire home/apt",3,1,"1 bath",1,2,3920,2,48,1,2,100,1125,1.5,513,"t",8,15,30,188,"2025-03-16",2,0,188,2,12,47040,"2022-08-07","2024-08-05",0,10,10,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,"Entire home/apt","Entire/Apt",3920,100,100,3,1,15,2,2,8.27384693278451,9,1.09861228866811,1.20694896081258,2.77258872223978,2,2
"3344",4859,684543481148139008,20250316041547,"city scrape",472362143,"Jan","2022-07-30","100","100","Malá Strana",37,37,"['email', 'phone']",1,1,"Praha 1, Hlavní město Praha, Czechia","Praha 1",50.0886232,14.401107,"Serviced Apt","Entire home/apt",2,1,"1 bath",1,1,3497,2,45,1,2,100,1125,1.5,513,"t",9,22,42,196,"2025-03-16",0,0,196,0,0,0,"2022-08-09","2022-08-19",0,10,10,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,"Entire home/apt","Entire/Apt",3497,100,100,2,1,4,2,1,8.15966073706338,4,0.693147180559945,0.480453013918201,1.6094379124341,2,2
"3345",4860,684685697930245504,20250316041547,"city scrape",61821682,"Zdenka","2016-03-06","100","91","Holešovice",1,1,"['email', 'phone']",1,1,"","Praha 7",50.09792,14.43245,"Private Room","Private room",2,1.5,"1.5 shared baths",1,1,1155,1,8,1,1,8,8,1,8,"t",25,44,69,159,"2025-03-16",15,0,159,16,90,103950,"2022-08-15","2024-12-08",0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,"Private room","Private",1155,100,91,2,1.5,51,1,1,7.05185562295589,4,0.693147180559945,0.480453013918201,3.95124371858143,2,1
"3346",4865,698584224723095040,20250316041547,"city scrape",390617686,"Jana","2021-03-01","100","100","Smíchov",7,9,"['email', 'phone']",1,1,"Praha 5, Hlavní město Praha, Czechia","Praha 5",50.06932,14.38649,"Rental Unit","Entire home/apt",8,1.5,"1.5 baths",3,5,5090,1,365,1,2,365,365,2,365,"t",13,36,60,213,"2025-03-16",55,3,213,61,255,1297950,"2022-09-18","2025-03-10",0,5,5,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,"Entire home/apt","Entire/Apt",5090,100,100,8,1.5,172,1,5,8.53503310954457,64,2.07944154167984,4.32407712526381,5.15329159449778,2,1
"3347",4866,699088658633296256,20250316041547,"city scrape",422887231,"Miroslav","2021-09-13","90","95","Staré Město",2,2,"['email', 'phone']",1,1,"Praha 1, Hlavní město Praha, Czechia","Praha 1",50.08458,14.42019,"Rental Unit","Entire home/apt",4,1.5,"1.5 baths",1,1,2420,2,1125,2,2,1125,1125,2,1125,"t",23,50,80,80,"2025-03-16",16,0,80,16,96,232320,"2022-10-16","2025-01-01",1,2,2,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,"Entire home/apt","Entire/Apt",2420,90,95,4,1.5,45,2,1,7.79152281915073,16,1.38629436111989,1.92181205567281,3.8286413964891,2,2
