"","hhid","intmonth","stfips","weight","earnwke","uhours","grade92","race","ethnic","age","sex","marital","ownchild","chldpres","prcitshp","state","ind02","occ2012","class","unionmme","unioncov","lfsr94"
"16804",330609991563952,"January","NY",3793.6188,190,20,39,1,NA,22,1,7,0,0,"Native, Born In US","NY","Restaurants and other food services (722 exc. 7224)",9130,"Private, For Profit","No","No","Employed-At Work"
"17073",976809670479305,"January","NY",3559.8652,480,40,39,1,5,30,1,1,5,14,"Native, Born In US","NY","Restaurants and other food services (722 exc. 7224)",9130,"Private, For Profit","No","No","Employed-At Work"
"17075",976809670479305,"January","NY",3559.8652,480,40,39,1,5,31,1,7,0,0,"Foreign Born, Not a US Citizen","NY","Restaurants and other food services (722 exc. 7224)",9130,"Private, For Profit","No","No","Employed-At Work"
"17077",976989370399302,"January","NY",3193.1849,1442.3,40,40,1,NA,58,1,5,0,0,"Native, Born Abroad Of US Parent(s)","NY","Other health care services (6215, 6219)",9130,"Private, Nonprofit","Yes","","Employed-At Work"
"17194",979046934379780,"January","NY",3095.1343,800,50,39,1,NA,55,1,7,0,0,"Native, Born In US","NY","Petroleum refining (32411)",9130,"Private, For Profit","Yes","","Employed-At Work"
"17222",83463360997790,"January","NY",2960.2007,480.76,40,40,1,NA,51,1,7,0,0,"Native, Born In US","NY","4265",9130,"Private, For Profit","No","No","Employed-At Work"
"17264",922036959379890,"January","NY",4824.8924,1200,40,39,2,NA,41,1,1,3,3,"Foreign Born, US Cit By Naturalization","NY","Couriers and messengers (492)",9130,"Private, For Profit","Yes","","Employed-At Work"
"17273",940036976339870,"January","NY",2960.2007,760,38,39,1,NA,54,1,6,0,0,"Native, Born In US","NY","Libraries and archives (*51912)",9130,"Private, Nonprofit","Yes","","Employed-At Work"
"17300",40777094337669,"January","NC",3373.1704,1115,60,38,1,NA,42,1,5,0,0,"Native, Born In US","56","** Recyclable material, merchant wholesalers (*42393)",9130,"Private, For Profit","No","No","Employed-At Work"
"17362",399967908068778,"January","NC",3289.6067,506,40,40,2,NA,54,1,5,0,0,"Native, Born In US","56","** Machinery, equipment, and supplies, merchant wholesalers (*4238)",9130,"Private, For Profit","No","No","Employed-At Work"
"17501",540975098537999,"January","NC",3888.3055,700,60,39,1,NA,55,1,1,0,0,"Native, Born In US","56","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"17591",74027141330810,"January","NC",3822.1937,1000,40,39,1,NA,55,1,1,0,0,"Native, Born In US","56","Restaurants and other food services (722 exc. 7224)",9130,"Private, For Profit","No","No","Employed-At Work"
"17657",710480117240033,"January","NC",3408.4613,669.2,40,40,2,NA,47,1,3,0,0,"Native, Born In US","56","Postal Service (491)",9130,"Government - Federal","No","No","Employed-At Work"
"17710",934067947379050,"January","NC",3412.2312,461.53,40,42,2,NA,46,2,1,0,0,"Native, Born In US","56","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"17711",934067947379050,"January","NC",3310.9465,461.53,40,39,2,NA,50,1,1,0,0,"Native, Born In US","56","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"17811",29053380790797,"January","ND",379.1214,625,40,40,1,NA,54,1,1,0,0,"Native, Born In US","ND","Waste management and remediation services (562)",9130,"Government - Local","No","No","Employed-At Work"
"17985",84313380994691,"January","ND",394.4452,1200,42,39,1,NA,49,1,1,4,10,"Native, Born In US","ND","** Groceries and related products, merchant wholesalers (*4244)",9130,"Private, For Profit","No","No","Employed-At Work"
"18090",879430843510733,"January","ND",413.8189,625,40,41,1,NA,59,1,5,0,0,"Native, Born In US","ND","Automobile dealers (4411)",9130,"Private, For Profit","No","No","Employed-At Work"
"18619",999540833730973,"January","OH",2857.3545,307,40,39,3,NA,34,1,7,0,0,"Native, Born In US","OH","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"18639",995068837169,"January","OH",2856.3872,700,40,39,1,NA,42,1,1,2,3,"Native, Born In US","OH","** Recyclable material, merchant wholesalers (*42393)",9130,"Private, For Profit","No","No","Employed-At Work"
"18737",932369279900956,"January","OH",2979.2226,1099.89,45,39,1,NA,47,1,1,2,2,"Native, Born In US","OH","Waste management and remediation services (562)",9130,"Private, For Profit","No","No","Employed-At Work"
"19084",970529770626409,"January","OK",2198.2779,615.38,40,39,1,NA,51,1,1,0,0,"Native, Born In US","73","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"19241",941011775479050,"January","OR",2136.696,325,25,40,1,NA,32,1,3,0,0,"Native, Born In US","92","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"19282",333498439100859,"January","OR",1695.7765,2236.6,55,39,1,NA,61,1,5,0,0,"Native, Born In US","92","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"19367",947061938479390,"January","OR",2453.3865,200,20,40,1,NA,21,1,7,0,0,"Native, Born Abroad Of US Parent(s)","92","Restaurants and other food services (722 exc. 7224)",9130,"Private, For Profit","No","No","Employed-At Work"
"19507",901091959479020,"January","OR",2096.4696,650,25,38,1,NA,25,1,7,0,0,"Native, Born In US","92","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"19621",902879970359402,"January","PA",3260.054,165,15,35,1,NA,42,1,7,0,0,"Native, Born In US","PA","Restaurants and other food services (722 exc. 7224)",9130,"Private, For Profit","No","No","Employed-At Work"
"19927",740209979907680,"January","PA",2722.6663,1461.53,60,39,1,NA,60,1,1,0,0,"Native, Born In US","PA","Seafood and other miscellaneous foods, n.e.c. (3117, 3119)",9130,"Private, For Profit","Yes","","Employed-At Work"
"19936",742339230399408,"January","PA",2762.4703,450,40,37,1,NA,62,1,1,0,0,"Native, Born In US","PA","Retail florists (4531)",9130,"Private, For Profit","No","No","Employed-At Work"
"20136",912589430606402,"January","PA",3176.5246,768,50,39,1,8,57,1,1,0,0,"Native, Born In US","PA","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"20317",976082931479820,"January","PA",3296.4775,1324.89,70,39,1,NA,42,1,1,2,10,"Native, Born In US","PA","Truck transportation (484)",9130,"Private, For Profit","Yes","","Employed-At Work"
"20615",607909014095224,"January","RI",574.354,640,40,37,1,NA,44,1,1,0,0,"Native, Born In US","RI","Travel arrangements and reservation services (5615)",9130,"Private, For Profit","No","No","Employed-At Work"
"20800",599380957090974,"January","SC",2566.0936,480,40,37,1,NA,55,1,5,0,0,"Native, Born In US","57","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"20847",160958065647879,"January","SC",2490.1276,1144.89,60,39,1,NA,51,1,1,0,0,"Native, Born In US","57","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"21009",740509918260185,"January","SC",2092.2982,360,40,39,1,NA,40,1,1,0,0,"Native, Born In US","57","Nonmetallic mineral mining and quarrying (2123)",9130,"Private, For Profit","No","No","Employed-At Work"
"21087",134402180600174,"January","SD",386.3088,1000,40,41,1,NA,59,1,1,0,0,"Native, Born In US","SD","Waste management and remediation services (562)",9130,"Private, For Profit","No","No","Employed-At Work"
"21108",307005604104186,"January","SD",386.3088,1200,60,34,1,NA,55,1,1,0,0,"Native, Born In US","SD","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"21156",699050847030974,"January","SD",386.2948,1000,40,40,1,NA,59,1,5,0,0,"Native, Born In US","SD","** Farm supplies, merchant wholesalers (*42491)",9130,"Private, For Profit","No","No","Employed-At Work"
"21284",34964360995093,"January","SD",311.2411,400,40,40,1,NA,24,1,7,0,0,"Native, Born In US","SD","Restaurants and other food services (722 exc. 7224)",9130,"Private, For Profit","No","No","Employed-At Work"
"21334",340609925411787,"January","SD",493.7098,1200,40,41,1,NA,50,1,1,0,0,"Native, Born In US","SD","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"21346",479957605084658,"January","SD",503.4853,1400,75,40,1,NA,49,1,7,0,0,"Native, Born In US","SD","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"21587",495927001060785,"January","TN",3284.0905,865.38,40,39,1,NA,26,1,7,0,0,"Native, Born In US","62","Services incidental to transportation (488)",9130,"Private, For Profit","No","No","Employed-At Work"
"21645",957199430889406,"January","TN",3103.0107,1923.07,50,39,1,NA,42,1,1,0,0,"Native, Born In US","62","Couriers and messengers (492)",9130,"Private, For Profit","Yes","","Employed-At Work"
"21650",10975061447959,"January","TN",2909.6635,576,40,39,1,NA,48,1,1,1,4,"Native, Born In US","62","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"21715",799400736450974,"January","TN",3052.5753,1000,40,39,1,NA,57,1,1,0,0,"Native, Born In US","62","Auto parts, accessories, and tire stores (4413)",9130,"Private, For Profit","No","No","Employed-At Work"
"21739",937279430996402,"January","TN",3005.4414,615,40,40,1,NA,40,1,1,1,2,"Native, Born In US","62","Other amusement, gambling, and recreation industries (713 exc. 71395)",9130,"Private, For Profit","No","No","Employed-At Work"
"21746",967057964479880,"January","TN",2909.6635,576.92,40,39,1,NA,49,1,6,2,10,"Native, Born In US","62","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"21763",987729230936409,"January","TN",2829.8504,1144.89,40,39,1,NA,50,1,5,0,0,"Native, Born In US","62","** Machinery, equipment, and supplies, merchant wholesalers (*4238)",9130,"Private, For Profit","No","No","Employed-At Work"
"21954",170988091147859,"January","TX",3162.3036,600,40,39,2,NA,49,2,4,3,8,"Native, Born In US","74","Waste management and remediation services (562)",9130,"Government - Local","No","No","Employed-At Work"
"21970",298050270380404,"January","TX",3706.8436,245,20,40,1,1,29,1,1,3,3,"Native, Born In US","74","Restaurants and other food services (722 exc. 7224)",9130,"Private, For Profit","No","No","Employed-At Work"
"22257",879110369450934,"January","TX",3411.1133,1800,40,39,1,NA,44,1,7,0,0,"Native, Born In US","74","Truck transportation (484)",9130,"Private, For Profit","No","Yes","Employed-At Work"
"22294",900982091847459,"January","TX",3627.0478,625,40,40,1,1,63,1,1,0,0,"Native, Born In US","74","Services incidental to transportation (488)",9130,"Private, For Profit","No","No","Employed-At Work"
"22449",4974380942499,"January","TX",3731.1375,650,45,39,1,1,50,1,1,0,0,"Native, Born In US","74","** Paper and paper products, merchant wholesalers (*4241)",9130,"Private, For Profit","No","No","Employed-At Work"
"22554",307003084305018,"January","TX",3720.0421,800,40,39,1,NA,55,1,5,0,0,"Native, Born In US","74","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"22621",435409630800144,"January","TX",3935.4292,335,45,37,1,6,20,1,7,0,0,"Foreign Born, US Cit By Naturalization","74","Restaurants and other food services (722 exc. 7224)",9130,"Private, For Profit","No","No","Employed-At Work"
"22677",539499899800807,"January","TX",3797.4987,800,40,39,1,NA,55,1,1,0,0,"Native, Born In US","74","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"22689",600018966439850,"January","TX",3699.1848,875,40,39,1,NA,37,1,7,1,1,"Native, Born In US","74","** Construction (23)",9130,"Private, For Profit","No","No","Employed-At Work"
"22716",686098966439520,"January","TX",3423.2868,576,40,39,1,NA,53,1,1,0,0,"Native, Born In US","74","Truck transportation (484)",9130,"Private, For Profit","Yes","","Employed-At Work"
"22815",899780600380674,"January","TX",3645.1459,325,50,40,1,NA,17,1,7,0,0,"Native, Born In US","74","Other direct selling establishments (45439)",9130,"Private, For Profit","No","No","Employed-At Work"
"22850",926058442479650,"January","TX",3692.7184,961.53,55,40,1,NA,57,1,5,0,0,"Native, Born In US","74","Oil and gas extraction (211)",9130,"Private, For Profit","No","No","Employed-At Work"
"22932",25854780691994,"January","TX",3503.7943,1500,70,39,1,1,30,1,7,0,0,"Native, Born In US","74","Support activities for mining (213)",9130,"Private, For Profit","No","No","Employed-At Work"
"22948",84508047909360,"January","TX",3503.7943,280,20,39,1,1,31,1,7,0,0,"Native, Born In US","74","Services incidental to transportation (488)",9130,"Private, For Profit","No","No","Employed-At Work"
"22958",260981090347219,"January","TX",3503.7943,585,39,39,1,1,30,1,1,1,1,"Native, Born In US","74","Animal slaughtering and processing (3116)",9130,"Private, For Profit","No","No","Employed-At Work"
"23081",968769230929404,"January","TX",3278.8326,910.8,40,38,1,NA,46,1,1,2,3,"Native, Born In US","74","** Construction (23)",9130,"Government - Local","No","No","Employed-At Work"
"23106",71674380997691,"January","TX",4012.1299,310,40,39,2,NA,30,2,3,0,0,"Native, Born In US","74","Waste management and remediation services (562)",9130,"Government - Local","No","No","Employed-At Work"
"23144",610987091743769,"January","TX",3688.1705,634,80,39,1,1,20,1,1,1,1,"Foreign Born, US Cit By Naturalization","74","Support activities for mining (213)",9130,"Private, For Profit","No","No","Employed-At Work"
"23230",988979030229403,"January","TX",3938.1962,1153.84,60,40,2,NA,53,1,1,0,0,"Native, Born In US","74","Fuel dealers (45431)",9130,"Private, For Profit","No","No","Employed-At Work"
"23316",133490069900810,"January","UT",1709.0584,809.2,40,39,1,NA,27,1,7,0,0,"Native, Born In US","87","Building material and supplies dealers (4441 exc. 44413)",9130,"Private, For Profit","No","No","Employed-At Work"
"23425",909019670309401,"January","UT",1451.7675,2000,80,39,1,NA,58,1,1,3,10,"Native, Born In US","87","Couriers and messengers (492)",9130,"Private, For Profit","Yes","","Employed-At Work"
"23460",59464390990292,"January","UT",1405.6867,320,40,39,1,NA,47,1,1,1,4,"Native, Born In US","87","Truck transportation (484)",9130,"Private, For Profit","Yes","","Employed-At Work"
"23489",630995064043879,"January","UT",1405.6867,1146.44,60,39,1,NA,46,1,5,3,3,"Native, Born In US","87","Support activities for mining (213)",9130,"Private, For Profit","No","No","Employed-At Work"
"23527",969849530736400,"January","UT",1490.0719,1800,40,39,1,8,53,1,5,0,0,"Native, Born In US","87","** Petroleum and petroleum products, merchant wholesalers (*4247)",9130,"Private, For Profit","No","No","Employed-At Work"
"23612",99960615770975,"January","VT",469.0158,669.2,40,40,2,NA,49,1,1,3,10,"Native, Born In US","VT","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"23666",407109775109460,"January","VT",300.6558,1346.15,60,39,1,NA,40,1,1,2,6,"Native, Born In US","VT","** Groceries and related products, merchant wholesalers (*4244)",9130,"Private, For Profit","No","No","Employed-At Work"
"23899",577987304098038,"January","VT",286.9995,1125,75,39,1,NA,48,1,1,0,0,"Native, Born In US","VT","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"23905",603702195696600,"January","VT",286.4295,450,40,34,1,NA,61,1,1,0,0,"Native, Born In US","VT","Fuel dealers (45431)",9130,"Private, For Profit","No","No","Employed-At Work"
"23946",940139570677502,"January","VT",301.634,850,60,36,1,NA,64,1,7,0,0,"Native, Born In US","VT","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"24035",900061925539520,"January","VA",4103.8876,240,20,41,2,NA,26,1,7,0,0,"Native, Born In US","54","Restaurants and other food services (722 exc. 7224)",9130,"Private, For Profit","No","No","Employed-At Work"
"24224",615006017001505,"January","VA",3323.8372,550,40,40,2,NA,33,1,1,1,1,"Native, Born In US","54","** Groceries and related products, merchant wholesalers (*4244)",9130,"Private, For Profit","No","No","Employed-At Work"
"24333",972061942579280,"January","VA",3000.0333,1800,40,39,1,NA,42,1,5,0,0,"Native, Born In US","54","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"24381",270914071353059,"January","VA",3039.9819,865,40,39,1,NA,32,1,7,1,2,"Native, Born In US","54","Bakeries, except retail (3118 exc. 311811)",9130,"Private, For Profit","No","No","Employed-At Work"
